projectName,year,month,sum_loc_added,sum_loc_deleted,sum_commits,median_contributors,max_loc_total,sum_abs_loc_growth,prod_loc_growth_factor,age
gmp,2002,12,106554,77370,1904,2.,210841,29184,1.160654420125238907132570245550811717684960285571639648644795582209095046067732083187372163520023342130963602914828247117384374761567888000,6
antlr,2011,12,43020,71895,447,1,45942,-28875,0,1
sonar,2012,12,288513,282391,3053,6.5,317485,5757,1.0189895338220743864238847176224377536045464662449587301105644834062503409695034708966405092652412531373293606376544324906601586888093287020000,2
dovecot,2011,12,62047,33305,1439,1.,228394,23985,1.117338277676512543553869433096307007131394203533929355626775422359687189866569792136358486658283562877353249190338917723553491372497029348000,9
psi-plus,2010,12,7,3,1,0.,35231,4,1.000113549266200000000000,2
ogreal,2008,12,1772,50,10,0.,9841,1722,1.2120950855944445595915020251473940000000000,1
netty,2010,12,20833,6900,374,1.,69264,13933,1.251811823342639491401975770769232445625802211560835139218226062353574204756912794349568527819818426287298468286290767421466400000,2
ktorrent,2010,12,61810,48658,511,3.5,96479,13298,1.159868239150206969253408707151637857371933294724378726140287114904733544517526730724047237764658067076825481637280457758383100304977920000,3
libtheora,2007,12,92885,89482,232,2.,44190,3403,1.09665142445741115202986118332496458137711797262956985701251091645810474653604948779597456246629185944330764878674821743462500000,5
jbossaop,2002,12,2071,952,9,1,2235,1119,2.002688172,0
zodb,2012,12,26478,31747,155,0.5,45715,-5269,0.883248393476280053965958798161462896151793890194047094632201737008000000,15
facelets,2005,12,177826,67735,303,1,116284,110091,18.77668334968167095085208749870751131335785029132024615160112714071381204229902080,0
vim,2001,12,138689,89015,406,1.,272240,49674,1.2231877285856635739621672746228589051081793560893080128933659940615866282774172520932062326777800732770981304371565141022878251257974400,1
vdr,2008,12,3810,1961,35,0.5,46827,1849,1.0411089866229062984117168798270594963780049046933243905276607351891449600000000,8
firestats,2011,12,36,0,1,0.,46387,36,1.000776682272200000000000,5
sabnzbdplus,2012,12,0,0,0,0.,121,0,1.000000000000,5
wxmaxima,2013,12,0,0,0,0,25888,0,1.000,8
cyrus-imap,2009,12,100281,94854,571,2.,864114,5419,1.0063107389704302177891977353230408681771486792035392774137897086640137110063870994785651034763908510261001563766314186405697617903521903379831962018145894400,16
sphinxsearch,2010,12,45209,30227,438,3.,136597,14982,1.12319204046099805367773998995716444085668853082188882326958665252717345123621566331231663511040,7
fldigi,2013,12,3980,2289,13,1,156587,1691,1.0109170023761768497895000,6
kino,2003,12,130958,78656,373,2.,102213,52302,2.04790527149566485564630037282574931718321754749327239522566092503105151701176098279142923307520000000,2
openafs,2011,12,110378,49944,1550,12.,1001206,60434,1.0642387315916460975963415175258578215234200676221354827065527936794358247540377886752543144952111284753446760346813108073667168086971313204059792000,11
vlc,2001,12,214803,153474,1181,7.5,101299,61329,2.53437578190020940011723946542766944628026885095694889231278155136201495142299630697044525660477422856661719906850449532530042880,2
NServiceBus,2011,12,1152729,1141153,971,6.5,755242,-17984,0.966345227150385532586240136220514624829265409329454598038237251433900238316455081726174503068269196619440210259658240000000,4
degrafa,2011,12,0,0,0,0.,50538,0,1.000000000000,3
xfs,2001,12,21256,24331,510,5.5,97693,-3075,0.96823543995449158535441972336006378958963347035671326361319239195502663989687429311239506515377526023732143875714422460335625933998618020670464,8
mpdscribble,2008,12,7997,17190,232,0.,13544,-9193,0.321249261700000000000,2
msmtp,2009,12,5862,1933,52,1.,42865,3929,1.100909184311597753406860692762152932194633684948870207278816599523088970603193720000000,3
yate,2009,12,35232,22050,356,2.,161762,13182,1.088719881541636986299286379635208518243851636430850885293140540626371400035143311848773335800000000,5
merkaartor,2009,12,1721506,834538,914,4.,1024194,886968,7.65771932916448086541506929368208730092205781542172571242779615651167396543197039560254262296027927703441012393129933852000,2
xml-copy-editor,2011,12,2,3,1,0.,237868,-1,0.99999579598769100000000000,4
abcl,2013,12,10359,5398,59,3,125631,4961,1.04111212397861085583615028804007810,11
PyDev,2004,12,56160,17604,414,2.5,55387,38556,3.290772978280851226280427152408142138777322875056443837673376624512040189654240819437976134449696057863670350681648628169685504,1
aspirerfid,2013,12,0,0,0,0,294892,0,1.000,5
L2Universe,2013,12,0,19,1,0,1431348,-19,0.9999867257997400,3
geeklog,2005,12,111162,38452,1852,4.5,142109,65552,1.8562508980068132557693416033282071897318537866182946005171348449861209294682448284219802979321014198060555306210508517548264485998720000,4
b2evolution,2006,12,125005,129100,4617,2.5,124177,-4095,0.96007915932887604233254630688783760222205465491408199329632413869884460070695091749283719705524809630190210088445709159091540096000,3
communitymapbuilder,2012,12,35240,30250,7,0.,166028,4990,1.0309864752451898978105768584379916166285858873920000000000,11
gate,2009,12,451975,330614,812,8.,598571,121361,1.254313614549436654475902127052486432306271049812273845292556184925434273320899648342647447604753862451397540185713914629874265280462941794362240,10
kpdf,2011,12,0,0,0,0.,80559,0,1.000000000000,6
file,2002,12,1299,945,32,0.,8866,354,1.0424715057027306635261053336915905000000000,15
wxpython,2010,12,236636,107887,283,1.5,2369723,128749,1.05806755101405863030388277143509614535945846678812569543883175158943488513608786544845719271155017428456210047383769265915625808956881066538622976000,3
netsnmp,1998,12,50543,38117,501,1.,61550,12426,1.252951714025973218540331746391558055464828952053725937508801535384490180380677092553495932571228077010769178156629844041925011500448042488320,4
mongrel,2010,12,0,0,0,0.,14799,0,1.000000000000,4
ubuntu,1996,12,76,385,7,0,6032,-309,0.9512695158500,0
libpcap,2005,12,6100,3285,139,2.,36019,2815,1.08477894228700697876249253178627525995818293643406889583998441574604945704714760992502358081199241066561930837155374036814846671786327605164113920,6
zen-coding,2008,12,0,0,0,0,9471,0,1.0,0
planeshift,2011,12,192134,130094,1317,5.,1083593,62040,1.0607310633899672135147764520099130908174993611631813680300195821960207435787011938497989041511107735562113176750000349657164419231379735200000,10
offlineimap,2010,12,494,435,31,1.,4569,54,1.01196013289040573468439404277642969308236421564638001202619841804623587507200000000,8
offlineimap,2004,12,296,138,23,0.,6552,158,1.02471066624474022787457835016734199569720250143200000000,2
gammu,2006,12,77774,56276,252,1.,96259,11582,1.136778582126567068874472035047540577151933934874197308857411400725669662952723814796075985435536035693082418118859311149144777253794240000,2
dolphin,2005,12,248,156,30,1.,703,92,1.151067323532609692001951362416636254138295904710492566798951824575200000000,4
xbmc,2003,12,72895,9756,464,4.5,99435,63139,2.73955807806602358688905019529928469572000,0
diffutils,1993,12,2969,2220,100,1.,6390,749,1.132777876268119121427612988406287197724260489005148718406579532350010949305948321865420222768226673987042168677836800000,1
mod_wsgi,2013,12,0,0,0,0,15094,0,1.000,6
geoext,2010,12,13337,6933,353,4.,28185,6404,1.29401772187497655322349011980299952939626543590078431559112607209324373031571958768369731063267509108719138220386560828199077574518374400,1
neo4j-graphdb,2009,12,139249,71428,1445,6.5,27401,13240,1.9349622202215378086611802613411980344233389611831283174894759919601834559919693668072594285046788634924218875256999858627881120800000,2
apache-continuum,2008,12,1689237,959257,1260,5.,743547,729980,54.80555760261761183882735245921402001886882568381752218332016819953567792701892587694588181039210106620422361858804204708296728000000,3
auctex,1997,12,3949,4209,72,1.,11983,-260,0.978763375013030854457211796077603053976327496763214378383294507495728284411545313544804314000000,6
masstransit,2010,12,1020962,650197,391,2.5,322556,32474,1.1120430589790110107561543515697133271651863732852131812460401050629958615369337159244619546721917237867493902080000,2
sound-juicer,2008,12,3171,3579,132,2.,10862,-408,0.96264420435690836049104723801555461386723071966537807998582398785161251151696102405998808682287927847544524223865848972000,5
nix,2005,12,10746,6510,367,1.,20115,4236,1.266767428689455433248868041238052653976959914837832955990226634236526561840899930945420384118774400305960395050783510739889302784446208000,2
moose,2013,12,171,174,6,1,49937,-3,0.999939924304620112186823600,7
commons-fileupload,2010,12,2830,3106,84,0.5,12804,-276,0.978444236171147851088197280389232000000000,3
fedora-packages,2009,12,161745,53771,13249,72.5,415946,107974,1.3505968074895642795028788988408230931213364801906183048513227657264179812016849722012065926549371180353270392493306316786490959790080,5
pywebkitgtk,2013,12,0,0,0,0,14258,0,1.000,6
elgg,2010,12,152998,95075,3711,4.,118469,57923,1.9566775674318204768660057138751484411637870708602460607899665395486919019797552360413431951557159720364087111171488665303452479747358720,2
sharpsvn,2007,12,46208,28562,349,1.,20656,17646,6.862458471242551419727850924722268837005555267225082302160652618677567367895594728473850878806263270863731623899875200,0
displaytag,2010,12,2,2,1,0.,29693,0,1.000000000000,7
virtualbox,2005,12,9816,5489,75,1.,69467,4327,1.066426159044921196236841494833797944237560886002872593920186098443017297885288051407698697254868409281278849513235200000,3
jabberd2,2009,12,2830,1901,156,1.,46150,948,1.020972523339955367068624639371027968941135283718600321928392241572785449908013983649854793269182984572739647751758731198464000,3
docbook,2004,12,367587,35935,668,4.,569915,331652,2.3919576267377524795647653422331426112035825555115833026419464694239292863754459209817014868581386276205610067755532060736894196480000000,4
rake,2007,12,1515,699,47,1.,6388,816,1.14644651830508188319732799306204386213975487630101496432387518048559070731519452978290170775856466536812800000,4
vtiger,2009,12,252126,48243,9,0.,403028,203883,2.02379171000000000000,3
eclipse,2010,12,429799,435558,6801,35.,2402163,-156575,0.934342231388737125697731535944762914163318700093915036091371741417837475951917959037503058649248037762060466873075062189954618181006876663552000,9
gobject-introspection,2008,12,55320,44056,1137,3.,24381,11264,1.85873294212613268147950146498178142342600321704156052299877962855511115466728443745469049595246108792173068151534497968815561194778624,3
latex-beamer,2011,12,9,7,7,0.,11090,2,1.000180375180400000000000,8
scikit-image,2009,12,154048,125587,336,4.,20725,7588,16.71014492297890540380949270544105760000,0
emesene,2010,12,257828,226767,1275,7.,37104,2481,1.0843332540959216989482299909754375352875557929929743617858281564347385000599480050173310366479554232564150395621376000000,2
quodlibet,2007,12,19242,16355,189,2.,34922,2887,1.0901201810570839396618347184216054695689801502850564310460601419253864363455822177138343918290256644246367835246122278115171446000,3
tortoisesvn,2007,12,139355,70449,2349,5.,320476,68906,1.273903883611952642529026589718213530313085785940790748189226433867086254117507606152521643279812473997414530888168761076931899644262656000,4
anaconda,2011,12,20644,17176,885,9.,76919,3459,1.047086849986227440401244042675040952885368679273296169643011691381827047769863125706944690311887948337976352108175043509504314464323171200000,12
tt-rss,2008,12,14421,7201,1027,1.,42394,7201,1.20461455403788268944320015592755895167532301449263055417297672945255835641522766699526369615738956308290291350041724464649000339239901184000,3
pyunit,2007,12,0,0,0,0.,1589,0,1.000000000000,7
tinyxml,2001,12,840,539,23,0.5,1487,301,1.2537942664629148199246898589086245229541046188130858890506860911080000000,0
amanda,2004,12,10658,1654,108,1.,95374,9004,1.1042539888371579675611407050502245704827118649490253526193951121944499639666539660819805868466559261556114861900810788290560000,7
cs,2013,12,0,0,0,0,2244405,0,1.000,14
pywikipediabot,2004,12,31003,18557,1740,5.,17762,12446,3.3412340106344501036586379312708928841455685229729857216261294838482828202359541288652702579911218484113752915115614920460851200,1
RSSOwl,2013,12,0,0,0,0,189770,0,1.000,6
openembedded,2012,12,29759,17471,449,18.5,4168898,13288,1.00319760516518813230887985013428631372885840676819904510484605149064829411286494551011347350070011290693083072527553076678612667701967974699590187795765067776,9
quartz,2008,12,47697,12844,108,1.,85290,34853,1.691020481413029660673667503756907790715164906025136312970018625361951301340148851675418151811694989469791494124932454735385985024000,4
fcitx,2007,12,13113,8442,72,0.,16519,4671,1.3942437541921654164000000000000,3
com,2009,12,2615,3585,7,0.,22236,-970,0.95637704622794877745630985621590745000000000,5
aptitude,2005,12,1129,470,84,2.,87767,659,1.0075653212108915537411116,6
netsurf,2006,12,40763,19153,707,5.5,69665,21610,1.449693060050848308725990419877636552889665097406564668887246284232633354861846772052211814460550240264646194180185074912705247272960000,4
rubinius,2010,12,760752,531879,2453,8.,763179,11258,1.014972317571973546460179004243649702356897292268839183685645367687128348867162611039016097149524183340066143934719780249781250720224800000,4
pencil-firefox,2009,12,11056,1456,127,1.,24096,9600,1.6622516556506829874496592739044147971789655587540067638940466342116370864704000000,1
phpbms,2010,12,2123,1285,176,0.,52676,838,1.0161657471400000000000,4
cyrus-imap,1999,12,286285,44865,2170,2.5,493040,241420,1.959462681860929389987787419006227290787918501351509568736207456951913495204104059986065099016803429101380413002662961014265472000,6
quartznet,2013,12,91,36,13,1,44906,55,1.00122628258000,6
opencsw,2010,12,232923,128439,4529,14.,302961,104484,1.52642875493384472190592717383190351394099264619314480148192667713408179019640869317904233727663495035497044936154343159954566400000,5
proj4,2001,12,1163,536,63,1.,26884,627,1.0238793464608583412328062634317199322405670881997569736324583007032849899271016750627400000000,2
jetty,2009,12,564065,623129,2095,7.,362863,29281,1.0877775179533443955382514994801712047673703068276587031915161961473738399316700928444523803913576255271057163243832735293614384633600000,11
opscode-chef,2013,12,8437,3671,224,9,87171,2886,1.0342808272069101330219057641682172,5
arquillian,2009,12,5698,1515,100,0.,4185,4183,2092.500000080000000000000,8
smplayer,2013,12,171198,132184,161,6,477268,39014,1.0890214350509850048271299764868570,6
weberp,2011,12,203952,197607,7054,3.,361449,6345,1.0183376203036703689326673304717692184221692809828565803366673840418806721734664177331128983956620802046238162851323758135285615144304640000,7
easymock,2012,12,355,174,29,0.5,3394624,181,1.000053322444947278626899805772124940177997411515212398227975795424563200000000,3
tinymce,2008,12,14953,7137,490,1.,46246,7816,1.2033827738738657896774022067504783499505192549200439544731975061936637895213855719207271485326209466197683465137089853030562035624979111680,2
ankhsvn,2008,12,288694,282351,2144,3.,105912,6343,1.064345638371737651086644737837127896479326000084954914637156885114649672280694492707718747414284963666948222187790109351064285388800,5
msn-pecan,2008,12,23142,19153,426,2.,15734,3989,1.3412610146377691299597897658778368639857188849118224598249511440145467593995383010473123420435614218451561691091620488257085844607877120,1
maemo,2009,12,251727,338296,2556,15.,931660,-143205,0.843717260359736815052969918091245077784695121260789237959486077717016069908355043717026959879365937621610483865133151250970435270164272537600,4
pld-linux,2007,12,190614,31125,2073,18.,2383206,159346,1.07165289182143678639860749315586290677216158560123385002549557375445335512620968622509897805611576160126933285102499237124453136033611776000000,8
kpdf,2013,12,0,0,0,0,80559,0,1.000,8
mrtg,2012,12,35,31,11,0.,35963,4,1.00011123779859991395852479300000000000,6
gtksharp,2012,12,42345,31614,162,1.5,540101,10609,1.020036185626985512539277842682867464080085928443895964668344335607242578780809574151990842308142971748998609817795276800000,11
openjpa,2006,12,346479,188524,499,5,174810,157955,10.37140314396705470761203840403979192347694940053323666731453485548434756900000,0
simpletest,2005,12,27696,10606,513,3.,51852,17090,1.4962253194508849941338825958007098982217651484330447834390697463406800120111787176643720474497795568148878654541554890201600,2
tig,2008,12,5684,3194,320,1.,10430,2468,1.3099723687212851426441671583598629554022916505230742634690782037876488758902718451625674253928164588799943246949760000,2
nsis,2011,12,1517,545,85,1.,5350833,972,1.0001816869634448673790698225012622308534609970726768679633667638772210189604586020584589135254164235597151783789348640000,9
xapian,2011,12,15192,34757,620,1.5,126095,-19565,0.84412966758611376071191410706066495536625546806822294938373970593471991887445625953420029981599622707058326712775991196396532032559209339041297203200,12
datamapper,2012,12,568,1090,34,1.,56457,-82,0.99854730986586059100431469771855577182289432550067315212411811586181782341192665300596224000000000,4
etckeeper,2007,12,422,254,15,1,184,0,1.0,0
teeworlds,2013,12,132,64,9,1,81957,35,1.00042723566314917463806224372735578325261,6
buildbot,2009,12,43566,16578,957,13.5,39334,10075,1.34433849414175879614568206739301940742106611247045155831786271036793540090948816888622243394287494354432000,4
watin,2008,12,679974,539003,264,1.,648949,140971,1.277513986801632346490898486771654040438716402585659869761273405347172650176767955120516304800366309107859549314908463859952917051512000,2
cfeclipse,2008,12,139909,5741,30,0.,323128,134168,1.710033869589726716600191721526538843520852761634020796776432800000000,2
gnumeric,2001,12,117736,92600,1747,9.5,200518,25136,1.143321435494327384598610224830646312103561648418934569475991740854150978148779926857921725719038179330900907579568817116270752772915200000,3
spirit,2010,12,2,2,2,0.,942430,0,1.000000000000,9
graphviz,2012,12,56422,44930,564,3.,376535,5664,1.0152721566262705893083599074839590744009091809194799478148527372450480913306007319795850406161959914731852178743377080361530493952595968000,7
aspell,2012,12,0,0,0,0.,28196,0,1.000000000000,11
Axiom3D,2008,12,23400,3171,96,1.,5500406,20229,1.003691304130849997611976366160109620191762629199092198912583724511540534058037120000000000,5
gtk-doc,2008,12,1143,281,92,1.,5098,862,1.206318812835090752058021674832294150698895255251350401728262200150150017223804725662302927913493720142751742800000000,10
hsqldb,2007,12,166992,34983,432,1.5,253690,132009,2.08551105994283523487913083365736335420529257397585691688552308402359610947075726447702913555621056621655040000,5
habari,2007,12,42073,29311,1631,5.5,16949,12762,4.048005731637665014542805249972444384728385089456303931952581944739542696510712337631935645883910780990080265740975577131909120000,1
wordpress,2012,12,119837,96893,7764,9.,176784,22944,1.149141965687041369000602599982143560210253363264912171103523579581055084743501373130288539930460130719728734618695760523304175396360683520,9
kmess,2003,12,25626,15146,452,2.,81684,10480,1.14718274253897386415339507623157099687483850108950657570897379474455238628960120923177761465914237056545000,0
brlcad,1995,12,61194,20063,1042,6.,345941,41131,1.134939798574879658028670214004738675701613224867395887794217498113557723762415677222705885330284263475152742187794496180456343644401329280,11
evas,2002,12,1701,462,25,2,31437,1239,1.04102920723,0
pywikipediabot,2010,12,17755,12025,762,6.,92216,5730,1.066253497672222312713056344633148833761480818672268395354313471383679414631275934620696980432850507763836176814903539501051431041009145140000,7
xen,2006,12,954907,442866,5752,16.5,552679,216078,1.641941051830217252589690463892027784060904243527517617889608535035525547669775175058884348753183493805327466455593035772819386643703952,4
Spark,2006,12,31493,14970,480,2,52014,16523,1.4655546476521755733906586351763310475086152686466977400,0
dosbox,2013,12,1,1,1,0,119251,0,1.000,11
freshmeat_batik,2008,12,5359,4979,67,1.,223517,380,1.001702989643119977451811215437243733137711283725479945608114925771633033373031630124137032476414370792370397828635052561911369591200000000,3
karaf,2009,12,67388,51468,584,4.,31961,15920,1.992456829399001331638309311831640979230320794456809762258623378956603451023255607805979786310263186618016127672209202793705259806000,2
syslinux,2011,12,88706,29724,483,4.,305676,42951,1.16348272912863119287821910221468198636979802240147370619731035750084247361920417707395462418252093255008485245189952000000,13
debian-installer,2004,12,457040,268920,4509,28.,248781,188120,4.10116879062107608132030677666790813313151144958171078803764277213228156077283602029024291081431689967830886282488617580236800,4
geotools,2009,12,429501,374232,1745,11.,1586180,55269,1.0361020333688601760328683961278165688819800723640520663233157775848786718030734236775363610184292848185744009257659355054730277369945685196800,7
virtualbox,2004,12,34729,14320,44,0.5,77570,20409,1.45626075878672923812411535348885717470439156917350812200000000,2
freebsd,2006,12,516101,299121,7089,74.,3130166,216980,1.074482027579128680580570413162742835692495072113572538952140574953015866565265659825113618893037729566180507982018639967558189774171615559680,13
inspircd,2004,12,46594,22106,488,0.,40561,24488,2.52354880886249609469382559188010839981427862500000000,1
wireshark,1998,12,12077,3559,148,4,22808,8518,1.5960811755945499514160185743768,0
virt-manager,2006,12,34085,14336,434,2,14289,11978,6.18303764593619275855425840095303886093836902131717106840318008081650836186532789368800,0
glib,2006,12,22765,11805,350,5.5,141354,10960,1.08405294721928579891948031279410351783649569792083717706672538264509601116234322598969911048662331228596648220905608558278738824322635703189504,8
ecore,2010,12,41411,31290,970,9.,80251,10121,1.144317695708762734265982003663795366119128376523702339080853862347878817520284609182305784173172106945341667250684327247902413539410850808,7
javaserverfaces,2011,12,49127,10713,596,3.,366292,38414,1.117159431246674746904613102479262136677205013762925083871156144097031280905423432286959969123156413893045250294339750070861231526868992000000,4
msysgit,2009,12,676074,318091,183,2.,518003,346993,3.0290801700711811356614981149762513367524487850321238856795517976126479164101819019361600000000,2
jackrabbit,2012,12,13505,7826,292,7.,342760,5679,1.01684758262824999415949456179357398045131591409397205048897051091328926646115471310528514784771278798192598552371411778800676612232564121295168000000,8
hsqldb,2004,12,86697,70039,604,2.,109084,16658,1.1802306710410071791241890788402521770168406422217793752049778543187540412170307597664342191952939146241373035686631126806756737284301143040,2
openmrs,2009,12,97815,102973,824,5.,196854,-5158,0.97319628344209034082672824064101243592077393292364625166823899343218499687517126451818181007379316332574379792689662727485544247062326016,3
gobo-eiffel,1998,12,16779,18900,167,0.5,42405,-2121,0.94866644077461182075970245809683348883182394301867946591513403172931450000000,1
cvs2svn,2009,12,3962,1982,261,1.,20450,1980,1.10720086627091997369105740270949415475921779893253903348149651179696431735485573900632268937520715840127843200273534858248069784576000,8
jasperserver,2012,12,238805,182861,2835,22.5,365134,55944,1.1809372878210449854099705349259461887927036761825597271494534486543151795847891206760849803277896968423165396531087055418400,6
mozilla-addons,2013,12,47276,36258,1078,21,459695,9920,1.0220554721776456536890760602752927500,9
m2e-android,2010,12,115972,93493,152,1.,45229,22479,22.04775280840045000740558440539797313225490314893732601899064115263950165046054755017779200000,0
kmobiletools,2005,12,18648,8850,252,1.,14303,9798,3.174916759017895512477053689199173808876192574232029200001941724448092497635486310654318400000,1
puredata,2002,12,174792,9063,272,2.5,165836,165729,1549.8691586075607147303847141407935025565517721623293414964669828971416000000,1
cheetah,2010,12,97,82,24,1.,12666,15,1.00118567702135790830940904823622209265318172287482132790056208544408844782222126074853548000000,9
ntpd,1997,12,23,11,8,0.,133,12,1.09917355372407254361800000000000,2
rails_vim,2008,12,5168,5164,19,1.,4495,4,1.00089067022930,2
npgsql,2008,12,22999,12899,176,2.,59095,10100,1.206143484026884264557222196066370577092129552656676790196546045333525968774072484658131061037220804963080346188341485735901090696495628288000,6
gnome-shell,2008,12,13113,2702,150,5.5,11490,10411,10.6487488408203824150,0
svnedge,2013,12,1769,244,30,1,36103,1525,1.044103187002137640697793874153460080,4
liferea,2008,12,52772,52954,906,2.,96724,-182,0.99799528560659469673894678430655148155312114944832911173396903949259742537629856082791074036136610411432818796154341771431635305381756928000,5
privoxy,2011,12,29301,42723,207,1,95374,-13422,0.858593733516068412902249509018360822160233935147872133452492504405410340947424518763234274128529953226814482432,10
freepbx,2004,12,1167,92,33,1.,29659,1075,1.037608452280062580248380,0
doxygen,2006,12,21615,9839,99,1.,188887,11776,1.0665472402865954259070777433218217034954127219738650073653572376030294797062772274594668709366759207028799151229587070848000,6
abiword,2011,12,229297,168528,720,6.,980070,60769,1.068803610411314555411785324117927595869815490823041443283781407410388575937177325245050598287130540036032883708577419822611784689219906404352000,13
jpcsp,2011,12,76961,51457,553,3.,153733,25504,1.210059878276889036122238339014249029820976162578907744966915944750800867945325107941386332309087216359812443702382134864096097766225600,3
asm,2003,12,4110,1967,95,1.,9474,2143,1.292320283735842339560379622130926560496665714304770266790239496452181345439160550551305418192498583040000000,1
jinja,2009,12,1498,1906,72,1.,10383,-554,0.9449139902549658091682159396279445391409158848129132258184276342256192508036965295001697640000000,2
anjuta,2008,12,106108,107037,876,5.5,308039,-929,0.996857473399908970575982851578844585950596733495966792302370391033788404495778456841784809924384024739927457457412668544140928068788701555200,7
commons-digester,2010,12,47514,41482,234,1.,45144,6032,1.17612707305844817912911256885667113026037223967745346259605244902536250841951232000000,9
ocaml,2013,12,3542,2142,119,6,317914,1400,1.0044231850727791683799020041178850620,18
setuptools,2009,12,210,96,7,0.,10582,114,1.01089033244194302880020810000000000,5
paludis,2006,12,117327,65101,2081,5,66293,52226,4.7126608377511826523921102555644210363187390507669050207319895524429470058654067142706664008808552529277725409600000,0
nel,2012,12,8396918,7889842,1142,3.,2259259,348720,1.182524408035724463937022868024993404041133570715074461711247197181898547147681041122764059494567248945741824000,2
deluge,2006,12,67171,24145,86,2,43972,43026,46.48202960,0
synapse,2008,12,1212384,419369,814,5.,1227592,793015,2.84242135588416404701516346110064980379675554681162433944718257448920864928796691589320033666181796464007249139816018180875170720798705664000,3
viewvc,2000,12,4684,1522,119,1.,4662,3162,3.108000000388031086964991202596580595302747937317428928264465499431875772128000000,0
coderepos,2007,12,1825967,225597,4763,46.,1603924,1600370,451.3010692673023397971165129693628520750,0
nancyfx,2010,12,18385,5285,229,15,12728,4774,1.6002011567,0
asterisk,2008,12,334930,233578,3454,18.,496667,101352,1.25638288454011929081602367709956056763663146757908278465379772118645074665733205309309791588122706572428215070238714089681822935513169920,9
cocoon,2011,12,17019,7730,412,3.5,1314581,9289,1.007116786084582090593696771024574674470720357037225599397532584752954989644799492403726097738581890067469474709643323563992340217370173482505583252796141000000,12
packetfence,2009,12,39150,29788,1020,2.,43875,8229,1.230853391665800483937870168458132763390208900485407087844559357171140268546132393898360419290250924612076084358460789561427562014024000000000,1
heimdal,2007,12,36296,22750,1615,1.,213317,13546,1.067807639749388666633972924458279948357986276652036319609728963524874157927784524947257058204196403329751954105696004767125274978816000,15
itextsharp,2008,12,13663,12113,10,1,272539,1550,1.0057197893642387318765093153969546936000,0
jersey,2012,12,247072,103305,1009,10.,308117,119397,1.632667443805514140185094810053211017147185720770702988695761383206909915246010261698084387681652575999143601364680785164240607112396800,5
buildroot,2009,12,15185,18280,1108,9.,59969,-3419,0.9448192382220574361225772412050735065520373259705886506016791763259838744986568966948061046232716748824794787459413063047878660750679639040000,7
struts,2007,12,0,0,0,0.,302637,0,1.000000000000,5
jhbuild,2013,12,7070,566,145,19,95740,6504,1.0728853825816745935524138334703727249,12
mongrel,2013,12,0,0,0,0,14799,0,1.000,7
tcltk,1998,12,238218,6356,792,4,383706,231862,2.5269750534171490350046164689279807350939967512460180075302858680195191558205727661312796707484664998513868800,0
Gentoo-Sunrise,2010,12,31907,31208,1894,29.,32555,699,1.0239047912307155823417732479205676334258918850358467642502278251590334236365497087048546772379570949488328845317314695944715714506225254400,4
ansible-ssh,2013,12,12453,3614,751,40,32892,5066,1.182059943934634973350618319350520,1
eclipse,2013,12,10321,6338,434,29,2736603,3800,1.001390513696409067699395512112277993000,12
sesame,2009,12,49095,36789,639,3.,351208,10058,1.029482632276208349912676687615664712570608501111095391109261515651965954651944088696809711391199105897605006812272938795659689936928015443212775424000,1
perlbal,2008,12,820,473,57,2.,9836,347,1.0365686584451592636574693552603552944496900037014724581313282531877848266377067640447285628935054831283241510357290986100000,4
banshee,2012,12,99271,18740,293,6.,365188,74204,1.2551631649229000707260378430076845326969411170286788409492895828952037039827185709840703344135200262997833764396011140871255082302789808718538600000,7
winmerge,2002,12,3187,215,18,0.,51366,2972,1.06141257180972752204727942575116152000000000,2
meld,2010,12,6965,6349,201,2.,23480,616,1.026941917422928217464039970847899439306967400805389233976089993208525247433554467998054335793522341835571428539815422361454673693440000,8
pylons,2013,12,10557,3672,231,9,210406,1765,1.0084595069996599117426793532790622361,7
umbrello,2009,12,63640,16662,101,2.5,198281,46978,1.3104895474254057645733265288463969948950462578530807523494062027110379243979819602223051347776718929169755690203462187500000,6
bzr-svn,2010,12,5726,4663,281,2.,24066,961,1.04159272884994291208850848610049156202138875335266847307559981963856785020994764789829555100181338312756986778586827655219014425061743334327582720,5
agavi,2009,12,21421,6759,138,1.,283480,14662,1.0545424785568975421108606481077031222339273808666881902729504878285614526762671803983378918263785272621007339520000,4
impresscms,2011,12,257641,198121,2131,6.5,895208,45648,1.0537313432854835179291223493476271702466628070780635308324287792803024876374898985148441480999123842622448922708481746235928131132924946458859468002675200,3
synaptic,2009,12,1571,669,136,1.,115128,350,1.0030493648611471810658007301575875921895839319033122712508710287564920519599817532770085241637881575801196309789798092730966510000000,6
e17,2011,12,108598,92142,1694,13.,303989,16456,1.057424015069051278026982784811250048948752437650812897619025660176581492131744639069072552119925908028829876163628068360437694697929577472000,3
nautilus,2007,12,21397,19858,218,3.5,107016,1539,1.01475381547774447398679809951685105271053702652659939944878786532940203893522796065325494619795754541259942135216061987346903870458078207868928000,10
wxperl,2008,12,3179,994,138,1.,51846,2185,1.04399830853591916830195459032316010571104255194962790789369898976625826346590081770955324725972520398904528417171960822600000,7
pyopengl,2001,12,327449,214030,726,1.5,153476,113419,3.83144019750324171290558624853680960326327644169570541420592002149096842096542781448730940373703947509868730880000,2
