projectName,year,month,sum_loc_added,sum_loc_deleted,sum_commits,median_contributors,max_loc_total,sum_abs_loc_growth,prod_loc_growth_factor,age
libglade,1999,12,12018,4208,180,2.,11346,7810,3.2288812783364541402736062274973338640647292087106962261187138652036450080945902970724299321064597269140015769600,1
netcat,2008,12,0,0,0,0.,14433,0,1.000000000000,6
xtext,2012,12,2362161,2012440,3645,7.5,2442806,188592,1.08366197709860318377132850287644415723548918269643393061445028995505945971036139182400470206030828567984199708500537264936515366927870080,4
aquamacs,1985,12,48,0,2,0.,80,48,2.50000000,0
testng-eclipse,2009,12,2560,2114,53,1.,23572,446,1.0192856525056593079863938886761078172159397153191729752412312221295360000000,5
gwt,2009,12,223190,128449,1605,13.,331419,94741,1.400294915443681081847769462762319270194490519573838025499101603459005749089591750271800504930628774938608034547321529703398749393305600,2
cvs,1995,12,40047,21790,807,5.,54256,18257,1.507152976419042314993730230805285773012336156488651249630990735783966712392918355935516899975086642442530903996437534912336035743047164000,0
filebot,2010,12,1255,730,49,1.,21293,525,1.02527927580492153171848770816156913122996414191750821616182546990262440400000000,2
vba,2007,12,0,0,0,0.,179726,0,1.000000000000,5
layman,2007,12,6,1,2,0,2785,5,1.00179856115100,0
seashore,2010,12,953,432,20,0,29756,521,1.017821104839326911017365843554537574458023781555200000,4
commons-cli,2005,12,5303,2126,62,1.,19461,3177,1.1950994841317007919024315661716441556826194028687941977678278099536640000000,3
cvsnt,2007,12,67621,125758,326,1.5,551948,-58137,0.894469625285091082003391203625795694644672604767084731103113748522897822102152391623866550167196614670131353499843489351378463661616000,7
moq,2009,12,31245,19331,276,1.,28020,11914,1.73972432630069338037332561090439383783625640907330796426919063439807301511037120918691607105206527256501175000000,1
avahi,2009,12,518,634,34,0.5,58826,-122,0.9979244994133626515225717925064870211146056227840831740123866000000000000,4
openerp,2012,12,13531679,10260566,41090,73.5,679750,80690,1.13469435448436190021676505294708828519718307975580597119035776166301024650573111148646196009521589997519979790672339224463368833351680,5
pnotepad,2006,12,152665,26502,632,1.,465495,95923,1.25955158941266264279849510541216961375903393843333632276409322858832657200052824055740343439181728928722736206804653240600742400000,4
rubygems,2005,12,4307,1341,229,2.,11818,2966,1.33506552191284472330046580018707698879119910899176146995861613515162457987975814742954663250960775793292063718630043198800000,2
l2jdp,2009,12,625051,501521,1499,4.,654369,123530,1.232707091978961132065695235829316504426726577643750539031975409592300324564536288077750906737222045954883533043925039643092474019681768110080,4
mako,2013,12,22,3,2,0,11519,19,1.00165217391300,7
gnupg,2001,12,13956,2322,112,0.,56324,11634,1.2603266950257532059309658190097228000000000,4
markdownj,2006,12,0,0,0,0.,5320,0,1.000000000000,1
itext,2002,12,33392,37476,567,1.,79936,-4084,0.937206906673804086224166431230136684988123432893474157203549516013907802827508947682362277637374685108016132262973299676241920000,1
bioperl,2004,12,33356,10984,1148,14.5,356523,22372,1.066951767313445463310297334858417094356024427817358387933365132658687393168479371208202756114928298387722452201710480148329731730991999928691200,5
zsh,2009,12,2501,943,155,2.,101829,1558,1.01553789231242913931297722334367846493501031382523181290436717113650593116109016407743359400860074343971215820348343271949241541191312469688965720829440,10
gcc,1998,12,483337,306626,5006,26.5,886110,176711,1.2490995899296572255879802614032933468656233356337644175050892439947351870891283458145672837746132429170192999593473936072033073146789273600,10
openwebmail,2010,12,54879,47237,104,1.,140960,7642,1.0573215919848291986984111499131668849259854066030056290285842538456849179303136809853077068821746285117440000,9
tine20,2009,12,124528,68156,9221,4.,129338,56372,1.772579009471973230632993952169988008789011975716530376271261995621153903145884414705913013562180527912663109076506736033269481472000,2
sabayon,2010,12,719809,873282,3227,4.,389662,-158009,0.56467872090119963464003995110042250990871735818797554135370249302552093746020294092194875412332756619798658116625692040861379736000,4
yakuake,2012,12,403,274,30,0.,6117,129,1.021543086173394036621467305301416480972379737600000000000,4
xfce-terminal,2006,12,2673,1803,85,1.,13083,870,1.07154605262962834825244342051284492954777386760247134686290990894475199989951629185825391910245013400292600964820213760000,2
struts1,2006,12,602627,468336,666,4.,170179,134291,4.7419471683115871211390187195939292695631111471691460229210737367258940218916279442228625583262768216427170683999058411854448854676961280000,6
rdflib,2006,12,26374,9167,251,3.,26550,17207,2.85260551204038871446609497512752074699193872900123769258909444072261478235186213303375384088722372270906769241655634210372545948527812000,2
zope3,2006,12,83543,94622,727,14.5,319951,-11079,0.963734742172526103145355621880387894476204586944200083233230559345656383555180533598654445321422385079793612105195371083194793690186500000000,7
coloane,2010,12,18590,12067,404,2.,57294,6523,1.1284788560445775289409804531668311531409930627537328535650145971558337503255851458839468979564626488386207774199791223894307059591990385408000,3
portableapps,2011,12,34684,25136,251,2.,32246,9477,1.4426022790895292623086832001818303190994434412368701901492625115866554887919084568193387487328028750322283690278002726354572800,4
FreeIPA,2010,12,56573,27031,873,4.5,66116,28038,1.736330689641541593224538699346047420358982296825643695599482189101543716487551879466325390519977659472206769676967223769049511400448000,3
maven1,2004,12,15928,21716,101,2.,27145,-5788,0.783229092528443926388577819325683768041232973072009925329431659134477054462459349338712917942376438300545160688270084730465200,2
ultravnc,2009,12,11215,3645,142,2.,247386,7570,1.03156639367451567926965984285556054250473807774076933297387592279601792451808502419874870476933336470431829511952462146816841026898583702159897600000,2
joe-editor,2011,12,0,0,0,0.,123114,0,1.000000000000,10
mpdscribble,2010,12,304,111,23,0.,2913,193,1.07095588235307864165600000000000,4
gtkmm,2012,12,15189,12669,84,2.,159169,2520,1.01675342548138052875095461795068518552614739005568255197654420991817534243912934711417848738203297938197766039896234266624000,9
riak,2013,12,16103,8296,135,9,98443,2422,1.02522364899288825795139207128035448,4
rygel,2013,12,2215,1589,138,3,29223,626,1.02189040808574936077542657065299040,5
ubuntu,2009,12,602245,464494,5829,21.,905981,67432,1.08078794362848377111107536871519032334483045137423353828659515674158114863657748056455687322803810416956762677231747025268291442587229400000000,13
mangos,2008,12,2117945,685852,3775,10.5,3133542,1404719,1.81252910208015874817379661658845423289286029905909049178864797944756420846070265738195170930813155152132314453235776682600240836963234988000,3
cpio,2011,12,66,94,4,0.,6754,-28,0.99585430855800000000000,17
deki,2011,12,610269,536947,2173,9.,905583,73322,1.0880997668188029457203057509012488418903599540199032884496873557622125185165727557447919409185040291282549015178283845035964160000,5
pld-linux,2005,12,2333942,734852,2514,26.5,3541290,1598934,1.823193070695880089731285470066070556231199380134609522360655468169409814152267735171105584163485748155341253802900010379241764764825600,6
groff,2013,12,2080,945,38,2,181567,1135,1.0062904584560084832639221702758090220,13
dune-project,2009,12,381228,315573,3206,12.5,279051,65655,1.307667435196907468733624539419640121857607238031805473919228876072736430783331790292904020806415702365322598365698064856691532169216000,6
log4perl,2013,12,0,0,0,0,11473,0,1.000,11
openlp,2010,12,865584,1147165,3027,8.,135343,-1680,0.984416162636970765987579068615175103172561029064092624951599094405850841622450330695938005500412361040547967493074149695368396788047360,3
drush,2007,12,2722,2632,126,0.5,1906,90,1.04955947135753501443124426349062236123913028398204958301135296600000000,1
exist,2009,12,158031,95481,1876,9.5,470487,62550,1.1574749626071776246562083475832873356885505624983451598020094746992854739867923398167247542548717979091885410100744300240881504738281472000,6
konversation,2006,12,19774,14061,1066,5.,39475,5713,1.169213909120113965227087199744916455830298451124528529957107009882612039464359104423158855158345324151841942380083821750050250553100411764480000,4
dunit,2000,12,17513,6400,172,3,16857,11113,2.9347144847371618677470540303634313318682819823736320,0
pdftex,2005,12,18001,47116,40,0.,201439,-29115,0.855464929845777074028109622309960944752370958400000000,2
jack,2013,12,0,0,0,0,125992,0,1.000,12
xmoto,2013,12,0,0,0,0,846802,0,1.000,6
coderepos,2009,12,4433775,1434681,10058,68.,13153141,2999094,1.295359475895276227719779317296017657357611666770687897987610892791986187822567972390979160846141515920788465922253309781295546229473280,2
shogun,2013,12,33251,24080,496,6,221629,4178,1.019213523967826305785129030414453600,7
spring,2011,12,627886,485273,5524,21.,1172862,95180,1.088319188777686742066253553524714744748974508305510357420371694685053119733360975321770078572234016907591839638337656407667091242460435290521600,7
songbird,2010,12,98169,51102,2250,14.,416266,47067,1.1274840939417429850126052327728865479150579451581043450465467744256677952429916911258122395358317315681339095942513934528407968050309120000,4
nhibernate,2007,12,111282,77131,755,3.5,354793,34151,1.10650819293952880667252187767014885300152823247565595693819534460185050836881034478856207304177673800871959656505249349058631922951680000,4
kdepim,2000,12,657045,433250,4788,32.,384069,223795,2.3963275391450767486945047485351044781513392678782831083162116485802063433141506757423973438559310345680377466065920871315796838400,3
dblinq,2011,12,0,0,0,0.,151762,0,1.000000000000,4
GnomeVFS,2004,12,35700,21082,435,5.5,91345,14618,1.2159040557237719738070994732948960363654522319797343705967427518814566197981775898146743338478353559276409082711412514073380509953228800,5
commons-logging,2002,12,3373,1559,129,3.,2459,1814,3.8124031008528717120229678345274819254281506436889964971151071542730084419265270301301897873071174093148277137343333045248000,0
mrtg,2009,12,46,17,5,0.,43036,29,1.000674308833469951134934030000000000,3
jabref,2008,12,15707,3266,176,3.,121756,12440,1.11379852903752886569152141425502451733216651978261048756877245158473189476715668051253798276708048488719474007517407074111634544635200000,5
groovy,2004,12,51506,25190,1082,5.5,56573,26316,1.86974914900159360306041073904705835935039023854882898021274484702674215273636219665343593768230998128889215859334520072962119797000000,1
Mumble,2011,12,36289,104623,412,6.5,408811,-68160,0.8324763805220627949033493872993414006050651959233983388690133207819110784208060801806811694925553112792225179854311917523223475702145498406831251456000,6
kupu,2012,12,0,0,0,0.,30739,0,1.000000000000,9
wcv,2012,12,9,1,3,0.,12276,8,1.000652103032300000000000,5
nexuiz,2007,12,9866,47610,175,2.,63690,-37744,0.33455571228035351022635011558702343305895393101669858026711664311176462737751527343785954477644693371345342276140313939763369350400,3
shogun,2007,12,73464,57320,972,3.,79872,16144,1.253326638228332051803654529082965718748989653683319594436838059373317204569180345415398106545396122086825648670406806022903232000000,1
libssh2,2010,12,7182,4873,359,5.,23943,2309,1.10673014700179126763862965880594120127762431202415618211971049500241357837635126374407558473817617062614577554691293448291539204200,5
avahi,2011,12,63,46,19,0.,59703,17,1.00028482391176223236541793868233916083825000000000,6
xoops,2012,12,6369195,2470657,3715,10.5,28264435,3898538,1.159999773452201080920940315114250971742408052771101201693200098896263462137727565562376496030615772689391875466246414689658096384000,7
tigasexmpp,2013,12,28397,21016,180,4,87558,3796,1.0453188796889978623247680123066144,8
powertop,2013,12,53,68,10,3,20472,-15,0.9992665395332794304666580,3
swingx,2008,12,39790,20974,582,3.5,130868,18816,1.1679220362014293939935591104484658494517528568085850745488843825614633255255652386928023029670062745798099635064928807418356271783829504000,3
wget,2004,12,377,247,29,0.5,42055,130,1.0031007751940014709503610840196267776903201044208787314419403419752204281400000000000,4
erp5,2006,12,4904516,2993358,5494,12.5,4590236,1911158,1.7133640751936706677621692252013942888213047488502972210877617435316137990230722292079774539442978020288545230441650497604818294353920,3
qooxdoo,2012,12,357871,235882,3238,9.,1402247,68571,1.05143964388651996450566895762560282716491957359920858201322573962720968742156514659423589440241145858482301767587026158154349693048419200000000,7
chicken,2009,12,469103,69205,764,3.,530338,395329,3.9281677514708375442867822931619500633295609891319449111110224393211842716176404097834429576264991068790551459237127930498224547202888000000,7
sdl_image,2001,12,1974,650,50,1.,12288,1324,1.120758847143859023355413472756310494879921891335917192006690524092300393250801992737473513002016456576589351800543793206043852160000,1
cppunit,2007,12,3987,576,53,0.,75482,3411,1.0473283290043184967979144218123369568516672320000000000,7
metacity,2008,12,11003,10177,220,4.5,63801,826,1.013118607458116003282546706373367363207546331209349520750614607224776334654398595756347936446531244990512553182204796429176408214779523495151535128576,7
weechat,2009,12,60213,83893,635,2.,148915,-23849,0.8045884714862194559096983762232264368002839680700936456731883615334272765570402942006114852015755736014750983394683836681921787373953024,6
gvsig-desktop,2004,12,175427,27172,777,4,153619,148255,28.6388888884132044558687233965376223729440236079483859764838605941276468200,0
ehcache-spring-annotations,2011,12,13232,10874,54,0.,10306,2358,1.296678409639624567345643436710020014808767758952209200274100000000,1
cocos2d-iphone,2009,12,202322,114754,1632,3.,101254,87568,7.3983632915998105660026955995919595096542938750465252165098174924542105607125853613488165640040608396242351265514417999891660800,1
xfce,2012,12,40962,31600,1328,7.5,313501,7788,1.0254748734884931337000804482761733234035795471940215565904947894137138166261712658959257327348913924534087315187896795192864462464000,10
activiti,2013,12,107920,110552,616,7,323125,-30698,0.913239105465854247632448375064080,3
gate,2003,12,10288,3625,318,4.5,146063,6663,1.047797704448701709011075580066293363141339057165174714018029609019537086268479886529948288343737362256059706428006368675646930768655307166253424000,4
putty,2011,12,8031,4283,109,1.,87243,3748,1.044888915505663459890789048586628078733526021557057891523387194824538344024537072117871806815744877608951785222714525541746117912380928000,12
passenger,2012,12,360539,66180,630,1.5,446665,273204,2.575016862571696782295733877409635107537560665449501553348811940657366807684034568866606509718376763740698544826041490080000,4
rhino,2007,12,76275,71524,218,2.,65036,4751,1.08237966430280475755704287402300240765958603127752502084499841880782857774881542848245149411349478991421707094228327548640777547757971456000,8
checkstyle,2008,12,143024,16026,306,1.5,198874,-1978,0.990094944318606916247442145455570875699483171373663827727272951915648558261552435758192494312488963681704728123447243257087164416000000000,7
SPIP,2004,12,78556,59191,2688,2.,88922,19365,1.278404761570398257171215889965473241133486679611395426357780635496859740396759642685546994821625788143358679866315134023888158979379200,2
sdcc,2011,12,194130,634857,743,3.,1345919,-440727,0.6461876993326519977182004335234779600865015869313509518162898488885294524410546442734886855436396033831856149301519039815310930679398740240000000,11
paludis,2008,12,101960,71974,1504,7.,170434,29270,1.2089415863019161773477008759955247305142324109127537539737579885789780604752117795586634489627665644511501807149783657299068645557481062400,2
junit,2012,12,44202,23239,397,7.,27762,3994,1.1680410636178611869867969515054069617903896336864887663397869205260722212332143688358268096351958408339542203182080000,11
ctags,2002,12,11527,4410,177,1.,22021,7117,1.47752281262433968322221352608092911833621206308291571340136506779699331027492501891376178942296398762941651594484802688737533862240000000,1
GnomeVFS,2006,12,10997,11386,247,4.,90893,-389,0.9955663452482555152604132522520090763081892496844258034463295245406497210226854288782760066282173433148663332944363965871676783392875288232284876800,7
arquillian,2012,12,196681,117901,1532,11.,187529,80617,1.75405005990411821353462734375081393182386090269480485388773617849275938599615799319077873881699073930272763803035451195080560242560,11
umit,2007,12,55516,36677,599,3.,14483,1985,1.15882541205688194228478728139675270777773895621076774153055415520589848712511686862684650240,0
debian-installer,2007,12,99700,49809,2088,16.5,310889,49891,1.191154721485658913898074625024439994163207923054641685715598625818060504733603154091384447030768728234052168873482759534002571130758258129920000,7
vagalume,2012,12,41,42,3,0.,14605,-1,0.999931530297894152958050360000000000,5
bzflag,2002,12,65370,49137,355,2.5,88749,16233,1.2238540460633086628159200925556623985204923830022141590200942302368410033563256957253389172024685493882762113895488116926143693160000,2
gnokii,2012,12,439,187,66,1.,171180,252,1.001474304970398651089369519137620724616402863374127133135869724177807655536583535535643101068165991638449600000,13
pyopengl,2013,12,41,2,4,0,304848,39,1.000127948977900,14
gkrellm,2012,12,6,2,2,0.,61435,4,1.0000651137048100000000000,4
stackless,2008,12,695320,502142,5273,28.5,1631247,76640,1.0512532777288789534870700136105387369610753794121672880507667101412535475207741190289263793053652892373253404562258420379017878089953568640000,18
go,1995,12,0,0,0,0.,7,0,1.000000000000,23
s2putty,2011,12,168,116,13,0.,124343,52,1.0004183730117477757430971719881112862000000000000,2
mpd,2012,12,20544,16504,685,3.,64294,3553,1.058494262527741016580207667615397404100725175994572768949418232454958045129357924213075165487662248516315723122688000,8
openkomodo,2007,12,80568,132723,425,5,1031770,-52155,0.951765098667281168303326717661188875,0
ctags,2013,12,0,0,0,0,54607,0,1.000,12
clementine-player,2013,12,16469,4975,223,6,113184,4272,1.0392243278960958642964696212181440,3
cpio,1994,12,229,10,8,1,4317,219,1.05344070278447447821440,0
gv,2005,12,468,1734,17,0.,31677,-1266,0.959865584583755555491240000000000,1
libogg,2004,12,5197,5103,65,1.,36936,94,1.002622548329145530842906801069528099337981221763445957387416296310002208440203352615200000,4
pacman,2011,12,28094,19778,1293,7.,51347,6983,1.157402398337228474418188872133167694216415316737564054696759907265371822459154289430501356404677628427194241032741106432531748168604160000,6
sox,2011,12,5515,7724,218,2.,53986,-155,0.9970486309492192034119431984807913505840087282008500523265148788386297795246598979976871440920000000,12
taskjuggler,2010,12,17919,9998,495,1.,120625,7399,1.065347181745065332188331605854264383757789322432864473840915426008026551252178001195603069821139956919736809010763723989124775608257366531821568,9
exaile,2010,12,43072,36522,1131,4.,48315,5608,1.131313367841416545096126527272112730070818194547980631243391202331902270471651364453150287185977124804634804350593961215109923804265087100000,4
alternc,2006,12,20480,4748,560,3.,25897,15732,2.60875345119638450684987995436241112934022086723529807471565442908145569868297042101245061009214782168229284453622084658992111616000,3
xfce-terminal,2009,12,20437,25828,250,1.,18148,-129,0.99011494253025643915699741045760840163257720330702741894508216359756261644485256289091593840000000,5
xwiki,2007,12,334100,254493,2597,7.,105340,54698,2.08009162366599213328313241016196399778557012674974371676186431881186301742252297746016630023407959802709349134849806688767827900000,1
gnucash,2009,12,199682,158019,652,4.,851498,41663,1.0514462822638529038991405906081030415528270930352048263480379562283958814570831899905797113702241499443718926688527077703336863433381943762603100800,12
springmodules,2005,12,192380,74034,903,4,118389,118346,2753.2325586148114957200709753168075996156788836953998319413448457310145966821028272825367638608805080974680391680,0
RSSOwl,2008,12,25917,13878,776,2.,134936,12039,1.097960080396978246498869215819912372070505748943153706455176138327613249842039928013220419115623170295870046557428571107995961321830400,1
lame,2012,12,1566,1098,33,0.,116710,468,1.0040260835149213179777947581017466372035899801259884089146214080000000,13
config,2011,12,110,67,23,1.,2991,43,1.01458616010905185734719436626190463790423340478590120415589997480373037379384384100008528183586731022640538435072000,19
maven-license-plugin,2013,12,0,0,0,0,5129,0,1.000,5
zikula,2010,12,360040,309325,5222,12,196460,46463,1.30975952852456663987483901871092570468313824785007487046454019817525488563531772580489117860063192185600,0
libtool,2002,12,1723,1015,79,3.,15281,708,1.04858299595118546786410040139261982360309578224922244979458311501173955358605290554812946781956293593659657436230334012849900824705004350182414080,5
limesurvey,2008,12,388456,316598,2471,6.5,248733,64942,1.4024590519163699029644029253879570077469251610718153492351060412387194609601575393310205783481948182519415375231811833258910158395801600,5
request-tracker,2003,12,84419,36171,1959,2.,76839,11469,1.1754474529556175384124790347823721942938903586797638159306159421871850360143574503728408423833578481475815116458323867651200000,5
dom4j,2013,12,0,0,0,0,73530,0,1.000,12
gobo-eiffel,1999,12,40496,8272,228,1.,71421,32224,1.8221037323872285593310738137297007348450630576368439057466869380833893353174134214188427633820470000,2
phpbb,2004,12,59134,41878,1230,2.,127078,17256,1.1571670583077709660760758626995690374991633733399272080034670258390289153977876019466804479757585091877070782271990400283495424000,3
selenium-ide,2011,12,0,0,0,0.,11771,0,1.000000000000,5
piwi,2011,12,82,61,34,0.,40198,21,1.000522687109574102963662561806581993004375030129245005947594953724800000000,6
iat,2013,12,0,0,0,0,6095,0,1.000,4
apertium,2005,12,906218,417585,184,3,929364,488633,2.11481397794969566337359419968008716002080207058016000,0
cfengine,2008,12,42857,15072,323,1,61016,27785,1.836116878830838494514684765986502802080213754893218096699631478317546954759139073953511882540000000,0
OrangeHRM,2012,12,591786,513281,2834,4.,508399,78505,1.182616058513365696570565339888335824453373481969352941608137511585090564113536028961976967202374497891659792482598364783840284508160,6
dwm,2007,12,10503,10386,507,1.,1886,117,1.06613906160813576078182614432181331521364476376997494711234341308182352625441001380460547223780957877244761347014024330032985445393793810432,1
teeworlds,2010,12,43930,30098,452,3.5,88942,12977,1.17082867113303718394419734115127959343526526439103674265349586586571411390688324087806330656000000,3
amfphp,2005,12,3874,1679,100,0.5,6251,2195,1.541173570000978825976969667418420312972200954646019891179478100000000,2
passenger,2008,12,409717,575098,1122,2,196603,78745,26.516850290839041171913081550102360989400730792749265279197842880621862110538893300077242796090210879450909440000,0
sane,2010,12,72314,29529,436,4.,503797,24484,1.0510814436402295952043709169966855297099962887912150414484844830877466570699729822706937758915581192345631316423162092029117294716623422312798067200,16
jabberlang,2012,12,0,0,0,0.,1167,0,1.000000000000,6
doctrine,2011,12,172572,72852,5335,29.,194189,39837,1.258091893857934944266183415681758465810318385543842827222413429910936508235360993745874924814366035029137491195694794882119698432000,5
werkzeug,2007,12,7417,1983,247,2,7783,4793,2.60301003356877902296589238188300229595043764559412985270125908784332880000,0
opensolaris,2007,12,1405561,541920,3263,129.,7726217,863641,1.1258479323283308406753071149270232827834216150348512483176666977993706945697214788779079724855796981265872817308253480786952085754150275663000,2
redcloth,2003,12,53,33,3,0.,945,20,1.021621621621184292258360000,0
linux-ntfs,2004,12,94045,65592,728,3.,73885,28408,1.624667414500616210806842019283159581296472845038372424864843926749877418954601344691191232552312419568273160545507552393461907200,2
worldforge,2007,12,263631,165286,3253,3.,1745610,98345,1.0597019908794695869241732300482927146153459091889940269888162964258120602537438741226660629077316452942707278908543288985182253868172845900000000,9
rockbox,2011,12,327606,267499,2370,20.5,974090,60107,1.065763805229837559462369887487061293002854965411642287683302443724165236728091252096818740003952069841236924748796238679861481968811158303390720,9
otrs,2003,12,32405,16556,743,1.5,41596,15849,1.61556686206882229900838874072101905699001826783264970867195816533642507377726286341748677452674690698200818281466226683957056000000,1
opencsw,2013,12,84800,15010,512,13,769747,69790,1.09970612481164735356039365764219488,8
meego,2005,12,66331,17455,522,1.,155998,48876,1.45626481958359490940802648911353664380942508216809656236206930677356739072679519238346221981062460080277624250449684878080406205235200000,2
dolphin-emu,2013,12,220664,211611,797,11,810498,2403,1.00297366027922436451051264499757120,5
ufraw,2008,12,6966,3020,238,2.,28881,3946,1.158251453782396820153881457118123273726611964359442181110519620042395052743697030679929877515931240153030388632560493944641674909143175168000,3
grub,2008,12,63880,32865,633,4.,98843,31015,1.457259538837286580383881911821675980604004647777392810357160431873282531320039206823811594659019005908553733102870977321952237753472312832000,5
asdf,2013,12,0,0,0,0,2036,0,1.000,12
bioperl,2012,12,46028,69983,468,4.,423314,-165,0.9996088620009517020005993763837257591391409311219200791221469702274156994352105175442978666532099567167711234911996808269095950000,13
kmess,2007,12,37362,26586,1114,2.,133192,10776,1.088027708794603993268649513812293127596473028129365549640395080471570424186511329725593378662926761917783589517438744379645002929082913750000,4
doctrine,2010,12,1483278,1242499,5821,12.,312330,77506,2.00858860575588160101461039067112545183383753403898492851168321778912107949551945893613201551358963107924917320279041985756463104000,4
phptal,2013,12,242,8,16,0,23593,124,1.00528356555500,9
aolserver,2004,12,125175,88068,649,4.,208479,37107,1.21652895455714629911828493527895514208419246959997666558262792679008229843044163683549885224221469588324190698800168012095492946357125120000,4
feedparser,2010,12,1692,231,80,1.,141926,1461,1.0104011675499441151228078376490363195341240418152001901582108062264741369026972251914522478525685016576000000,6
openembedded,2004,12,86012,82562,370,3.5,80484,3450,9.58208954844851123853586795385536031191015637333573710961988245577428741685071955046559549837929135498657536000,1
cpio,2004,12,12548,14646,48,1.,10556,-2098,0.7393788819825080385403226780261377360392590037632551915561219056000000000,10
pf,2002,12,12854,8762,265,8.5,40244,4092,1.11318875855773973944660286468032248617719082010048449204530789290580706672141589893126763644031134777876702512027891440397516139270106438451200,7
tcpdump,2011,12,4624,2269,108,2.,88082,2060,1.0239490327371058440706844374896372899849106083377966817165635240920484689349221753076805678848909208909898822932602830220572182420251002770300979133246080,12
buildroot,2011,12,26508,26386,1133,14.,53826,-68,0.998714823006144357020707481299507163039581751424713491477889797969460938738218086004467340863225476663061205727116416254796862979200764962406400,9
totem,2004,12,19180,13617,404,4.,37508,5563,1.1741430583971183224210999954405363054288680615356069003863989956780452804863634010005346729411545950061227667201972704671000000000,2
tt-rss,2007,12,24782,6547,1396,1.,35193,18217,2.07310320450007575943957488048920437775132252324861969246158610253025637530590778109572843197675133402264527724307442747483861639705600,2
